data_mes,municipio,categoria_macro,quantidade
2025-10-01,MARECHAL FLORIANO,violencia_social,2
2025-10-01,MARILANDIA,objetos,4
2025-10-01,MARILANDIA,patrimonial,13
2025-10-01,MARILANDIA,violencia_social,5
2025-10-01,MIMOSO DO SUL,objetos,4
2025-10-01,MIMOSO DO SUL,patrimonial,10
2025-10-01,MIMOSO DO SUL,violencia_social,6
2025-10-01,MONTANHA,digital,1
2025-10-01,MONTANHA,objetos,4
2025-10-01,MONTANHA,patrimonial,9
2025-10-01,MONTANHA,violencia_social,7
2025-10-01,MUCURICI,violencia_social,3
2025-10-01,MUNIZ FREIRE,objetos,6
2025-10-01,MUNIZ FREIRE,patrimonial,14
2025-10-01,MUNIZ FREIRE,violencia_social,3
2025-10-01,MUQUI,objetos,1
2025-10-01,MUQUI,patrimonial,6
2025-10-01,MUQUI,violencia_social,6
2025-10-01,NOVA VENECIA,objetos,10
2025-10-01,NOVA VENECIA,patrimonial,45
2025-10-01,NOVA VENECIA,violencia_social,38
2025-10-01,PANCAS,digital,3
2025-10-01,PANCAS,objetos,3
2025-10-01,PANCAS,patrimonial,12
2025-10-01,PANCAS,violencia_social,5
2025-10-01,PEDRO CANARIO,objetos,1
2025-10-01,PEDRO CANARIO,patrimonial,9
2025-10-01,PEDRO CANARIO,violencia_social,5
2025-10-01,PINHEIROS,digital,2
2025-10-01,PINHEIROS,objetos,4
2025-10-01,PINHEIROS,patrimonial,16
2025-10-01,PINHEIROS,violencia_social,9
2025-10-01,PIUMA,objetos,4
2025-10-01,PIUMA,patrimonial,24
2025-10-01,PIUMA,violencia_social,17
2025-10-01,PONTO BELO,patrimonial,4
2025-10-01,PRESIDENTE KENNEDY,objetos,2
2025-10-01,PRESIDENTE KENNEDY,patrimonial,4
2025-10-01,PRESIDENTE KENNEDY,violencia_social,11
2025-10-01,RIO BANANAL,objetos,1
2025-10-01,RIO BANANAL,patrimonial,7
2025-10-01,RIO BANANAL,violencia_social,5
2025-10-01,RIO NOVO DO SUL,patrimonial,5
2025-10-01,RIO NOVO DO SUL,violencia_social,4
2025-10-01,SANTA LEOPOLDINA,objetos,1
2025-10-01,SANTA LEOPOLDINA,patrimonial,7
2025-10-01,SANTA LEOPOLDINA,violencia_social,5
2025-10-01,SANTA MARIA DE JETIBA,patrimonial,17
2025-10-01,SANTA MARIA DE JETIBA,violencia_social,16
2025-10-01,SANTA TERESA,digital,1
2025-10-01,SANTA TERESA,patrimonial,16
2025-10-01,SANTA TERESA,violencia_social,8
2025-10-01,SAO DOMINGOS DO NORTE,patrimonial,5
2025-10-01,SAO DOMINGOS DO NORTE,violencia_social,4
2025-10-01,SAO GABRIEL DA PALHA,objetos,8
2025-10-01,SAO GABRIEL DA PALHA,patrimonial,21
2025-10-01,SAO GABRIEL DA PALHA,violencia_social,19
2025-10-01,SAO JOSE DO CALCADO,objetos,1
2025-10-01,SAO JOSE DO CALCADO,patrimonial,10
2025-10-01,SAO JOSE DO CALCADO,violencia_social,7
2025-10-01,SAO MATEUS,digital,1
2025-10-01,SAO MATEUS,objetos,18
2025-10-01,SAO MATEUS,patrimonial,33
2025-10-01,SAO MATEUS,violencia_social,36
2025-10-01,SAO ROQUE DO CANAA,digital,1
2025-10-01,SAO ROQUE DO CANAA,objetos,2
2025-10-01,SAO ROQUE DO CANAA,patrimonial,4
2025-10-01,SAO ROQUE DO CANAA,violencia_social,3
2025-10-01,SERRA,digital,72
2025-10-01,SERRA,objetos,303
2025-10-01,SERRA,patrimonial,804
2025-10-01,SERRA,violencia_social,193
2025-10-01,SOORETAMA,objetos,6
2025-10-01,SOORETAMA,patrimonial,13
2025-10-01,SOORETAMA,violencia_social,9
2025-10-01,VARGEM ALTA,digital,3
2025-10-01,VARGEM ALTA,objetos,1
2025-10-01,VARGEM ALTA,patrimonial,15
2025-10-01,VARGEM ALTA,violencia_social,2
2025-10-01,VENDA NOVA DO IMIGRANTE,objetos,1
2025-10-01,VENDA NOVA DO IMIGRANTE,patrimonial,23
2025-10-01,VENDA NOVA DO IMIGRANTE,violencia_social,8
2025-10-01,VIANA,objetos,9
2025-10-01,VIANA,patrimonial,52
2025-10-01,VIANA,violencia_social,27
2025-10-01,VILA PAVAO,objetos,1
2025-10-01,VILA PAVAO,patrimonial,6
2025-10-01,VILA PAVAO,violencia_social,3
2025-10-01,VILA VALERIO,patrimonial,1
2025-10-01,VILA VALERIO,violencia_social,5
2025-10-01,VILA VELHA,digital,6
2025-10-01,VILA VELHA,objetos,387
2025-10-01,VILA VELHA,patrimonial,1021
2025-10-01,VILA VELHA,violencia_social,209
2025-10-01,VITORIA,digital,30
2025-10-01,VITORIA,objetos,248
2025-10-01,VITORIA,patrimonial,856
2025-10-01,VITORIA,violencia_social,99
2025-11-01,AFONSO CLAUDIO,patrimonial,4
2025-11-01,AFONSO CLAUDIO,violencia_social,8
2025-11-01,AGUA DOCE DO NORTE,patrimonial,2
2025-11-01,AGUIA BRANCA,patrimonial,2
2025-11-01,ALEGRE,patrimonial,6
2025-11-01,ALEGRE,violencia_social,7
2025-11-01,ALFREDO CHAVES,digital,2
2025-11-01,ALFREDO CHAVES,objetos,2
2025-11-01,ALFREDO CHAVES,patrimonial,4
2025-11-01,ALFREDO CHAVES,violencia_social,1
2025-11-01,ALTO RIO NOVO,patrimonial,1
2025-11-01,ALTO RIO NOVO,violencia_social,2
2025-11-01,ANCHIETA,digital,3
2025-11-01,ANCHIETA,objetos,2
2025-11-01,ANCHIETA,patrimonial,15
2025-11-01,ANCHIETA,violencia_social,6
2025-11-01,APIACA,violencia_social,1
2025-11-01,ARACRUZ,objetos,11
2025-11-01,ARACRUZ,patrimonial,27
2025-11-01,ARACRUZ,violencia_social,21
2025-11-01,ATILIO VIVACQUA,objetos,1
2025-11-01,ATILIO VIVACQUA,patrimonial,1
2025-11-01,ATILIO VIVACQUA,violencia_social,1
2025-11-01,BAIXO GUANDU,patrimonial,11
2025-11-01,BAIXO GUANDU,violencia_social,6
2025-11-01,BARRA DE SAO FRANCISCO,digital,4
2025-11-01,BARRA DE SAO FRANCISCO,objetos,1
2025-11-01,BARRA DE SAO FRANCISCO,patrimonial,12
2025-11-01,BARRA DE SAO FRANCISCO,violencia_social,11
2025-11-01,BOA ESPERANCA,patrimonial,1
2025-11-01,BOA ESPERANCA,violencia_social,3
2025-11-01,BOM JESUS DO NORTE,objetos,3
2025-11-01,BOM JESUS DO NORTE,violencia_social,2
2025-11-01,BREJETUBA,patrimonial,1
2025-11-01,BREJETUBA,violencia_social,2
2025-11-01,CACHOEIRO DE ITAPEMIRIM,objetos,5
2025-11-01,CACHOEIRO DE ITAPEMIRIM,patrimonial,65
2025-11-01,CACHOEIRO DE ITAPEMIRIM,violencia_social,39
2025-11-01,CARIACICA,digital,7
2025-11-01,CARIACICA,objetos,105
2025-11-01,CARIACICA,patrimonial,203
2025-11-01,CARIACICA,violencia_social,52
2025-11-01,CASTELO,digital,1
2025-11-01,CASTELO,objetos,1
2025-11-01,CASTELO,patrimonial,11
2025-11-01,CASTELO,violencia_social,10
2025-11-01,COLATINA,digital,4
2025-11-01,COLATINA,objetos,8
2025-11-01,COLATINA,patrimonial,34
2025-11-01,COLATINA,violencia_social,25
2025-11-01,CONCEICAO DA BARRA,digital,5
2025-11-01,CONCEICAO DA BARRA,objetos,4
2025-11-01,CONCEICAO DA BARRA,patrimonial,8
2025-11-01,CONCEICAO DA BARRA,violencia_social,4
2025-11-01,CONCEICAO DO CASTELO,patrimonial,2
2025-11-01,DOMINGOS MARTINS,patrimonial,5
2025-11-01,DOMINGOS MARTINS,violencia_social,2
2025-11-01,DORES DO RIO PRETO,violencia_social,2
2025-11-01,ECOPORANGA,patrimonial,1
2025-11-01,ECOPORANGA,violencia_social,4
2025-11-01,FUNDAO,objetos,1
2025-11-01,FUNDAO,patrimonial,5
2025-11-01,FUNDAO,violencia_social,3
2025-11-01,GOVERNADOR LINDENBERG,patrimonial,1
2025-11-01,GOVERNADOR LINDENBERG,violencia_social,3
2025-11-01,GUACUI,patrimonial,6
2025-11-01,GUACUI,violencia_social,2
2025-11-01,GUARAPARI,objetos,79
2025-11-01,GUARAPARI,patrimonial,81
2025-11-01,GUARAPARI,violencia_social,13
2025-11-01,IBATIBA,patrimonial,8
2025-11-01,IBATIBA,violencia_social,4
2025-11-01,IBIRACU,patrimonial,4
2025-11-01,IBIRACU,violencia_social,1
2025-11-01,ICONHA,objetos,1
2025-11-01,ICONHA,patrimonial,1
2025-11-01,IRUPI,patrimonial,3
2025-11-01,ITAGUACU,patrimonial,2
2025-11-01,ITAGUACU,violencia_social,4
2025-11-01,ITAPEMIRIM,objetos,2
2025-11-01,ITAPEMIRIM,patrimonial,11
2025-11-01,ITAPEMIRIM,violencia_social,10
2025-11-01,ITARANA,objetos,2
2025-11-01,ITARANA,patrimonial,1
2025-11-01,IUNA,objetos,2
2025-11-01,IUNA,patrimonial,9
2025-11-01,IUNA,violencia_social,5
2025-11-01,JAGUARE,patrimonial,4
2025-11-01,JAGUARE,violencia_social,5
2025-11-01,JERONIMO MONTEIRO,objetos,1
2025-11-01,JERONIMO MONTEIRO,patrimonial,6
2025-11-01,JERONIMO MONTEIRO,violencia_social,3
2025-11-01,JOAO NEIVA,patrimonial,3
2025-11-01,LINHARES,digital,1
2025-11-01,LINHARES,objetos,22
2025-11-01,LINHARES,patrimonial,64
2025-11-01,LINHARES,violencia_social,28
2025-11-01,MANTENOPOLIS,digital,2
2025-11-01,MANTENOPOLIS,patrimonial,3
2025-11-01,MARATAIZES,objetos,11
2025-11-01,MARATAIZES,patrimonial,24
2025-11-01,MARATAIZES,violencia_social,7
2025-11-01,MARECHAL FLORIANO,objetos,1
2025-11-01,MARECHAL FLORIANO,patrimonial,4
2025-11-01,MARILANDIA,patrimonial,5
2025-11-01,MARILANDIA,violencia_social,2
2025-11-01,MIMOSO DO SUL,objetos,1
2025-11-01,MIMOSO DO SUL,patrimonial,5
2025-11-01,MIMOSO DO SUL,violencia_social,1
2025-11-01,MONTANHA,objetos,1
2025-11-01,MONTANHA,patrimonial,2
2025-11-01,MONTANHA,violencia_social,3
2025-11-01,MUCURICI,patrimonial,1
2025-11-01,MUNIZ FREIRE,patrimonial,3
2025-11-01,MUNIZ FREIRE,violencia_social,1
2025-11-01,MUQUI,objetos,1
2025-11-01,MUQUI,patrimonial,2
2025-11-01,MUQUI,violencia_social,1
2025-11-01,NOVA VENECIA,objetos,1
2025-11-01,NOVA VENECIA,patrimonial,20
2025-11-01,NOVA VENECIA,violencia_social,12
2025-11-01,PANCAS,objetos,1
2025-11-01,PANCAS,patrimonial,5
2025-11-01,PANCAS,violencia_social,2
2025-11-01,PEDRO CANARIO,objetos,1
2025-11-01,PEDRO CANARIO,patrimonial,3
2025-11-01,PEDRO CANARIO,violencia_social,2
2025-11-01,PINHEIROS,objetos,1
2025-11-01,PINHEIROS,patrimonial,1
2025-11-01,PINHEIROS,violencia_social,2
2025-11-01,PIUMA,digital,3
2025-11-01,PIUMA,patrimonial,11
2025-11-01,PIUMA,violencia_social,8
2025-11-01,PONTO BELO,patrimonial,1
2025-11-01,PONTO BELO,violencia_social,3
2025-11-01,PRESIDENTE KENNEDY,patrimonial,2
2025-11-01,PRESIDENTE KENNEDY,violencia_social,2
2025-11-01,RIO BANANAL,objetos,1
2025-11-01,RIO BANANAL,patrimonial,1
2025-11-01,RIO BANANAL,violencia_social,4
2025-11-01,RIO NOVO DO SUL,patrimonial,3
2025-11-01,RIO NOVO DO SUL,violencia_social,3
2025-11-01,SANTA LEOPOLDINA,objetos,1
2025-11-01,SANTA LEOPOLDINA,patrimonial,5
2025-11-01,SANTA LEOPOLDINA,violencia_social,4
2025-11-01,SANTA MARIA DE JETIBA,objetos,2
2025-11-01,SANTA MARIA DE JETIBA,patrimonial,6
2025-11-01,SANTA MARIA DE JETIBA,violencia_social,7
2025-11-01,SANTA TERESA,objetos,1
2025-11-01,SANTA TERESA,patrimonial,8
2025-11-01,SANTA TERESA,violencia_social,1
2025-11-01,SAO DOMINGOS DO NORTE,objetos,2
2025-11-01,SAO DOMINGOS DO NORTE,violencia_social,1
2025-11-01,SAO GABRIEL DA PALHA,objetos,2
2025-11-01,SAO GABRIEL DA PALHA,patrimonial,7
2025-11-01,SAO GABRIEL DA PALHA,violencia_social,5
2025-11-01,SAO JOSE DO CALCADO,patrimonial,6
2025-11-01,SAO JOSE DO CALCADO,violencia_social,2
2025-11-01,SAO MATEUS,objetos,10
2025-11-01,SAO MATEUS,patrimonial,25
2025-11-01,SAO MATEUS,violencia_social,9
2025-11-01,SAO ROQUE DO CANAA,patrimonial,2
2025-11-01,SAO ROQUE DO CANAA,violencia_social,1
2025-11-01,SERRA,digital,10
2025-11-01,SERRA,objetos,100
2025-11-01,SERRA,patrimonial,268
2025-11-01,SERRA,violencia_social,90
2025-11-01,SOORETAMA,objetos,2
2025-11-01,SOORETAMA,patrimonial,4
2025-11-01,SOORETAMA,violencia_social,3
2025-11-01,VARGEM ALTA,objetos,2
2025-11-01,VARGEM ALTA,patrimonial,4
2025-11-01,VARGEM ALTA,violencia_social,3
2025-11-01,VENDA NOVA DO IMIGRANTE,patrimonial,3
2025-11-01,VENDA NOVA DO IMIGRANTE,violencia_social,3
2025-11-01,VIANA,objetos,4
2025-11-01,VIANA,patrimonial,13
2025-11-01,VIANA,violencia_social,10
2025-11-01,VILA PAVAO,objetos,2
2025-11-01,VILA PAVAO,patrimonial,4
2025-11-01,VILA VELHA,digital,1
2025-11-01,VILA VELHA,objetos,109
2025-11-01,VILA VELHA,patrimonial,342
2025-11-01,VILA VELHA,violencia_social,69
2025-11-01,VITORIA,digital,12
2025-11-01,VITORIA,objetos,77
2025-11-01,VITORIA,patrimonial,308
2025-11-01,VITORIA,violencia_social,48
2025-12-01,AFONSO CLAUDIO,patrimonial,4
2025-12-01,AFONSO CLAUDIO,violencia_social,5
2025-12-01,AGUA DOCE DO NORTE,violencia_social,1
2025-12-01,ALEGRE,objetos,2
2025-12-01,ALEGRE,patrimonial,11
2025-12-01,ALEGRE,violencia_social,6
2025-12-01,ALFREDO CHAVES,patrimonial,2
2025-12-01,ALFREDO CHAVES,violencia_social,2
2025-12-01,ALTO RIO NOVO,patrimonial,1
2025-12-01,ANCHIETA,digital,4
2025-12-01,ANCHIETA,objetos,3
2025-12-01,ANCHIETA,patrimonial,17
2025-12-01,ANCHIETA,violencia_social,2
2025-12-01,APIACA,patrimonial,2
2025-12-01,APIACA,violencia_social,1
2025-12-01,ARACRUZ,digital,4
2025-12-01,ARACRUZ,objetos,7
2025-12-01,ARACRUZ,patrimonial,33
2025-12-01,ARACRUZ,violencia_social,27
2025-12-01,ATILIO VIVACQUA,objetos,1
2025-12-01,ATILIO VIVACQUA,patrimonial,3
2025-12-01,BAIXO GUANDU,objetos,1
2025-12-01,BAIXO GUANDU,patrimonial,7
2025-12-01,BAIXO GUANDU,violencia_social,3
2025-12-01,BARRA DE SAO FRANCISCO,objetos,3
2025-12-01,BARRA DE SAO FRANCISCO,patrimonial,12
2025-12-01,BARRA DE SAO FRANCISCO,violencia_social,12
2025-12-01,BOA ESPERANCA,patrimonial,2
2025-12-01,BOA ESPERANCA,violencia_social,3
2025-12-01,BREJETUBA,objetos,1
2025-12-01,BREJETUBA,patrimonial,3
2025-12-01,BREJETUBA,violencia_social,1
2025-12-01,CACHOEIRO DE ITAPEMIRIM,objetos,9
2025-12-01,CACHOEIRO DE ITAPEMIRIM,patrimonial,63
2025-12-01,CACHOEIRO DE ITAPEMIRIM,violencia_social,34
2025-12-01,CARIACICA,digital,2
2025-12-01,CARIACICA,objetos,88
2025-12-01,CARIACICA,patrimonial,164
2025-12-01,CARIACICA,violencia_social,45
2025-12-01,CASTELO,digital,1
2025-12-01,CASTELO,objetos,3
2025-12-01,CASTELO,patrimonial,11
2025-12-01,CASTELO,violencia_social,7
2025-12-01,COLATINA,digital,5
2025-12-01,COLATINA,objetos,5
2025-12-01,COLATINA,patrimonial,37
2025-12-01,COLATINA,violencia_social,39
2025-12-01,CONCEICAO DA BARRA,digital,1
2025-12-01,CONCEICAO DA BARRA,objetos,3
2025-12-01,CONCEICAO DA BARRA,patrimonial,7
2025-12-01,CONCEICAO DA BARRA,violencia_social,6
2025-12-01,CONCEICAO DO CASTELO,patrimonial,1
2025-12-01,CONCEICAO DO CASTELO,violencia_social,4
2025-12-01,DOMINGOS MARTINS,patrimonial,2
2025-12-01,DOMINGOS MARTINS,violencia_social,2
2025-12-01,DORES DO RIO PRETO,patrimonial,1
2025-12-01,DORES DO RIO PRETO,violencia_social,2
2025-12-01,ECOPORANGA,digital,1
2025-12-01,ECOPORANGA,patrimonial,2
2025-12-01,FUNDAO,objetos,1
2025-12-01,FUNDAO,patrimonial,5
2025-12-01,FUNDAO,violencia_social,3
2025-12-01,GOVERNADOR LINDENBERG,patrimonial,1
2025-12-01,GUACUI,patrimonial,3
2025-12-01,GUACUI,violencia_social,5
2025-12-01,GUARAPARI,objetos,29
2025-12-01,GUARAPARI,patrimonial,64
2025-12-01,GUARAPARI,violencia_social,15
2025-12-01,IBATIBA,patrimonial,5
2025-12-01,IBATIBA,violencia_social,2
2025-12-01,IBIRACU,objetos,2
2025-12-01,IBIRACU,patrimonial,2
2025-12-01,IBIRACU,violencia_social,4
2025-12-01,IBITIRAMA,violencia_social,1
2025-12-01,ICONHA,digital,1
2025-12-01,ICONHA,patrimonial,1
2025-12-01,ICONHA,violencia_social,2
2025-12-01,IRUPI,objetos,1
2025-12-01,IRUPI,patrimonial,2
2025-12-01,IRUPI,violencia_social,4
2025-12-01,ITAGUACU,objetos,1
2025-12-01,ITAGUACU,patrimonial,1
2025-12-01,ITAGUACU,violencia_social,1
2025-12-01,ITAPEMIRIM,objetos,2
2025-12-01,ITAPEMIRIM,patrimonial,13
2025-12-01,ITAPEMIRIM,violencia_social,12
2025-12-01,ITARANA,patrimonial,1
2025-12-01,IUNA,objetos,1
2025-12-01,IUNA,patrimonial,4
2025-12-01,IUNA,violencia_social,3
2025-12-01,JAGUARE,objetos,2
2025-12-01,JAGUARE,patrimonial,1
2025-12-01,JAGUARE,violencia_social,6
2025-12-01,JERONIMO MONTEIRO,patrimonial,2
2025-12-01,JERONIMO MONTEIRO,violencia_social,2
2025-12-01,JOAO NEIVA,patrimonial,1
2025-12-01,JOAO NEIVA,violencia_social,4
2025-12-01,LINHARES,objetos,19
2025-12-01,LINHARES,patrimonial,47
2025-12-01,LINHARES,violencia_social,28
2025-12-01,MANTENOPOLIS,digital,1
2025-12-01,MANTENOPOLIS,patrimonial,1
2025-12-01,MANTENOPOLIS,violencia_social,5
2025-12-01,MARATAIZES,objetos,3
2025-12-01,MARATAIZES,patrimonial,16
2025-12-01,MARATAIZES,violencia_social,7
2025-12-01,MARECHAL FLORIANO,patrimonial,3
2025-12-01,MARECHAL FLORIANO,violencia_social,2
2025-12-01,MARILANDIA,patrimonial,2
2025-12-01,MARILANDIA,violencia_social,1
2025-12-01,MIMOSO DO SUL,objetos,2
2025-12-01,MIMOSO DO SUL,patrimonial,6
2025-12-01,MIMOSO DO SUL,violencia_social,5
2025-12-01,MONTANHA,objetos,1
2025-12-01,MONTANHA,patrimonial,2
2025-12-01,MONTANHA,violencia_social,1
2025-12-01,MUCURICI,patrimonial,1
2025-12-01,MUCURICI,violencia_social,2
2025-12-01,MUNIZ FREIRE,patrimonial,3
2025-12-01,MUQUI,patrimonial,2
2025-12-01,MUQUI,violencia_social,2
2025-12-01,NOVA VENECIA,digital,1
2025-12-01,NOVA VENECIA,objetos,2
2025-12-01,NOVA VENECIA,patrimonial,10
2025-12-01,NOVA VENECIA,violencia_social,7
2025-12-01,PANCAS,objetos,1
2025-12-01,PANCAS,patrimonial,2
2025-12-01,PANCAS,violencia_social,3
2025-12-01,PEDRO CANARIO,patrimonial,3
2025-12-01,PINHEIROS,digital,1
2025-12-01,PINHEIROS,objetos,1
2025-12-01,PINHEIROS,patrimonial,5
2025-12-01,PINHEIROS,violencia_social,6
2025-12-01,PIUMA,objetos,2
2025-12-01,PIUMA,patrimonial,11
2025-12-01,PIUMA,violencia_social,6
2025-12-01,PRESIDENTE KENNEDY,patrimonial,4
2025-12-01,PRESIDENTE KENNEDY,violencia_social,3
2025-12-01,RIO BANANAL,patrimonial,1
2025-12-01,RIO BANANAL,violencia_social,4
2025-12-01,RIO NOVO DO SUL,objetos,2
2025-12-01,RIO NOVO DO SUL,patrimonial,2
2025-12-01,RIO NOVO DO SUL,violencia_social,1
2025-12-01,SANTA LEOPOLDINA,objetos,1
2025-12-01,SANTA LEOPOLDINA,patrimonial,2
2025-12-01,SANTA LEOPOLDINA,violencia_social,2
2025-12-01,SANTA MARIA DE JETIBA,objetos,1
2025-12-01,SANTA MARIA DE JETIBA,patrimonial,8
2025-12-01,SANTA MARIA DE JETIBA,violencia_social,4
2025-12-01,SANTA TERESA,digital,1
2025-12-01,SANTA TERESA,objetos,1
2025-12-01,SANTA TERESA,patrimonial,4
2025-12-01,SANTA TERESA,violencia_social,4
2025-12-01,SAO DOMINGOS DO NORTE,patrimonial,1
2025-12-01,SAO DOMINGOS DO NORTE,violencia_social,2
2025-12-01,SAO GABRIEL DA PALHA,objetos,4
2025-12-01,SAO GABRIEL DA PALHA,patrimonial,6
2025-12-01,SAO GABRIEL DA PALHA,violencia_social,9
2025-12-01,SAO JOSE DO CALCADO,objetos,2
2025-12-01,SAO JOSE DO CALCADO,violencia_social,7
2025-12-01,SAO MATEUS,objetos,6
2025-12-01,SAO MATEUS,patrimonial,10
2025-12-01,SAO MATEUS,violencia_social,24
2025-12-01,SAO ROQUE DO CANAA,patrimonial,2
2025-12-01,SAO ROQUE DO CANAA,violencia_social,3
2025-12-01,SERRA,digital,17
2025-12-01,SERRA,objetos,107
2025-12-01,SERRA,patrimonial,259
2025-12-01,SERRA,violencia_social,80
2025-12-01,SOORETAMA,objetos,2
2025-12-01,SOORETAMA,patrimonial,1
2025-12-01,SOORETAMA,violencia_social,4
2025-12-01,VARGEM ALTA,patrimonial,3
2025-12-01,VARGEM ALTA,violencia_social,1
2025-12-01,VENDA NOVA DO IMIGRANTE,objetos,3
2025-12-01,VENDA NOVA DO IMIGRANTE,patrimonial,11
2025-12-01,VENDA NOVA DO IMIGRANTE,violencia_social,2
2025-12-01,VIANA,digital,1
2025-12-01,VIANA,objetos,4
2025-12-01,VIANA,patrimonial,24
2025-12-01,VIANA,violencia_social,7
2025-12-01,VILA PAVAO,patrimonial,1
2025-12-01,VILA PAVAO,violencia_social,3
2025-12-01,VILA VALERIO,patrimonial,1
2025-12-01,VILA VELHA,digital,8
2025-12-01,VILA VELHA,objetos,142
2025-12-01,VILA VELHA,patrimonial,316
2025-12-01,VILA VELHA,violencia_social,65
2025-12-01,VITORIA,digital,18
2025-12-01,VITORIA,objetos,90
2025-12-01,VITORIA,patrimonial,243
2025-12-01,VITORIA,violencia_social,47
