data_mes,municipio,categoria_macro,quantidade
2025-01-01,AFONSO CLAUDIO,objetos,5
2025-01-01,AFONSO CLAUDIO,patrimonial,10
2025-01-01,AFONSO CLAUDIO,violencia_social,12
2025-01-01,AGUA DOCE DO NORTE,patrimonial,1
2025-01-01,AGUA DOCE DO NORTE,violencia_social,2
2025-01-01,AGUIA BRANCA,digital,1
2025-01-01,AGUIA BRANCA,patrimonial,2
2025-01-01,AGUIA BRANCA,violencia_social,1
2025-01-01,ALEGRE,objetos,1
2025-01-01,ALEGRE,patrimonial,11
2025-01-01,ALEGRE,violencia_social,26
2025-01-01,ALFREDO CHAVES,digital,2
2025-01-01,ALFREDO CHAVES,patrimonial,4
2025-01-01,ALFREDO CHAVES,violencia_social,6
2025-01-01,ALTO RIO NOVO,patrimonial,2
2025-01-01,ALTO RIO NOVO,violencia_social,1
2025-01-01,ANCHIETA,digital,3
2025-01-01,ANCHIETA,objetos,2
2025-01-01,ANCHIETA,patrimonial,20
2025-01-01,ANCHIETA,violencia_social,25
2025-01-01,APIACA,objetos,1
2025-01-01,APIACA,patrimonial,2
2025-01-01,APIACA,violencia_social,1
2025-01-01,ARACRUZ,digital,6
2025-01-01,ARACRUZ,objetos,37
2025-01-01,ARACRUZ,patrimonial,70
2025-01-01,ARACRUZ,violencia_social,59
2025-01-01,ATILIO VIVACQUA,patrimonial,6
2025-01-01,BAIXO GUANDU,objetos,1
2025-01-01,BAIXO GUANDU,patrimonial,25
2025-01-01,BAIXO GUANDU,violencia_social,22
2025-01-01,BARRA DE SAO FRANCISCO,objetos,3
2025-01-01,BARRA DE SAO FRANCISCO,patrimonial,21
2025-01-01,BARRA DE SAO FRANCISCO,violencia_social,25
2025-01-01,BOA ESPERANCA,objetos,3
2025-01-01,BOA ESPERANCA,patrimonial,3
2025-01-01,BOA ESPERANCA,violencia_social,15
2025-01-01,BOM JESUS DO NORTE,patrimonial,2
2025-01-01,BOM JESUS DO NORTE,violencia_social,9
2025-01-01,BREJETUBA,patrimonial,4
2025-01-01,BREJETUBA,violencia_social,6
2025-01-01,CACHOEIRO DE ITAPEMIRIM,digital,2
2025-01-01,CACHOEIRO DE ITAPEMIRIM,objetos,30
2025-01-01,CACHOEIRO DE ITAPEMIRIM,patrimonial,178
2025-01-01,CACHOEIRO DE ITAPEMIRIM,violencia_social,111
2025-01-01,CARIACICA,digital,56
2025-01-01,CARIACICA,objetos,327
2025-01-01,CARIACICA,patrimonial,561
2025-01-01,CARIACICA,violencia_social,151
2025-01-01,CASTELO,digital,5
2025-01-01,CASTELO,objetos,7
2025-01-01,CASTELO,patrimonial,23
2025-01-01,CASTELO,violencia_social,10
2025-01-01,COLATINA,digital,14
2025-01-01,COLATINA,objetos,24
2025-01-01,COLATINA,patrimonial,131
2025-01-01,COLATINA,violencia_social,125
2025-01-01,CONCEICAO DA BARRA,digital,5
2025-01-01,CONCEICAO DA BARRA,objetos,9
2025-01-01,CONCEICAO DA BARRA,patrimonial,25
2025-01-01,CONCEICAO DA BARRA,violencia_social,12
2025-01-01,CONCEICAO DO CASTELO,objetos,2
2025-01-01,CONCEICAO DO CASTELO,patrimonial,10
2025-01-01,CONCEICAO DO CASTELO,violencia_social,5
2025-01-01,DIVINO DE SAO LOURENCO,violencia_social,3
2025-01-01,DOMINGOS MARTINS,objetos,1
2025-01-01,DOMINGOS MARTINS,patrimonial,7
2025-01-01,DOMINGOS MARTINS,violencia_social,9
2025-01-01,DORES DO RIO PRETO,patrimonial,2
2025-01-01,DORES DO RIO PRETO,violencia_social,2
2025-01-01,ECOPORANGA,patrimonial,3
2025-01-01,ECOPORANGA,violencia_social,10
2025-01-01,FUNDAO,objetos,3
2025-01-01,FUNDAO,patrimonial,20
2025-01-01,FUNDAO,violencia_social,9
2025-01-01,GOVERNADOR LINDENBERG,digital,1
2025-01-01,GOVERNADOR LINDENBERG,objetos,4
2025-01-01,GOVERNADOR LINDENBERG,patrimonial,6
2025-01-01,GOVERNADOR LINDENBERG,violencia_social,4
2025-01-01,GUACUI,objetos,4
2025-01-01,GUACUI,patrimonial,21
2025-01-01,GUACUI,violencia_social,7
2025-01-01,GUARAPARI,digital,2
2025-01-01,GUARAPARI,objetos,53
2025-01-01,GUARAPARI,patrimonial,197
2025-01-01,GUARAPARI,violencia_social,47
2025-01-01,IBATIBA,objetos,2
2025-01-01,IBATIBA,patrimonial,11
2025-01-01,IBATIBA,violencia_social,12
2025-01-01,IBIRACU,objetos,1
2025-01-01,IBIRACU,patrimonial,5
2025-01-01,IBIRACU,violencia_social,5
2025-01-01,IBITIRAMA,patrimonial,2
2025-01-01,IBITIRAMA,violencia_social,1
2025-01-01,ICONHA,digital,1
2025-01-01,ICONHA,objetos,1
2025-01-01,ICONHA,patrimonial,7
2025-01-01,IRUPI,objetos,5
2025-01-01,IRUPI,patrimonial,2
2025-01-01,IRUPI,violencia_social,5
2025-01-01,ITAGUACU,objetos,2
2025-01-01,ITAGUACU,patrimonial,4
2025-01-01,ITAGUACU,violencia_social,3
2025-01-01,ITAPEMIRIM,objetos,32
2025-01-01,ITAPEMIRIM,patrimonial,75
2025-01-01,ITAPEMIRIM,violencia_social,38
2025-01-01,ITARANA,patrimonial,2
2025-01-01,ITARANA,violencia_social,4
2025-01-01,IUNA,objetos,1
2025-01-01,IUNA,patrimonial,18
2025-01-01,IUNA,violencia_social,15
2025-01-01,JAGUARE,objetos,1
2025-01-01,JAGUARE,patrimonial,10
2025-01-01,JAGUARE,violencia_social,13
2025-01-01,JERONIMO MONTEIRO,patrimonial,9
2025-01-01,JERONIMO MONTEIRO,violencia_social,8
2025-01-01,JOAO NEIVA,objetos,3
2025-01-01,JOAO NEIVA,patrimonial,8
2025-01-01,JOAO NEIVA,violencia_social,12
2025-01-01,LARANJA DA TERRA,objetos,1
2025-01-01,LARANJA DA TERRA,patrimonial,3
2025-01-01,LARANJA DA TERRA,violencia_social,3
2025-01-01,LINHARES,digital,1
2025-01-01,LINHARES,objetos,65
2025-01-01,LINHARES,patrimonial,148
2025-01-01,LINHARES,violencia_social,55
2025-01-01,MANTENOPOLIS,digital,6
2025-01-01,MANTENOPOLIS,objetos,3
2025-01-01,MANTENOPOLIS,patrimonial,4
2025-01-01,MANTENOPOLIS,violencia_social,6
2025-01-01,MARATAIZES,objetos,18
2025-01-01,MARATAIZES,patrimonial,74
2025-01-01,MARATAIZES,violencia_social,41
2025-01-01,MARECHAL FLORIANO,objetos,5
2025-01-01,MARECHAL FLORIANO,patrimonial,11
2025-01-01,MARECHAL FLORIANO,violencia_social,6
2025-01-01,MARILANDIA,objetos,1
2025-01-01,MARILANDIA,patrimonial,11
2025-01-01,MARILANDIA,violencia_social,3
2025-01-01,MIMOSO DO SUL,objetos,3
2025-01-01,MIMOSO DO SUL,patrimonial,17
2025-01-01,MIMOSO DO SUL,violencia_social,3
2025-01-01,MONTANHA,objetos,5
2025-01-01,MONTANHA,patrimonial,11
2025-01-01,MONTANHA,violencia_social,6
2025-01-01,MUCURICI,patrimonial,6
2025-01-01,MUNIZ FREIRE,patrimonial,3
2025-01-01,MUNIZ FREIRE,violencia_social,11
2025-01-01,MUQUI,patrimonial,5
2025-01-01,MUQUI,violencia_social,6
2025-01-01,NOVA VENECIA,digital,1
2025-01-01,NOVA VENECIA,objetos,9
2025-01-01,NOVA VENECIA,patrimonial,41
2025-01-01,NOVA VENECIA,violencia_social,27
2025-01-01,PANCAS,digital,1
2025-01-01,PANCAS,objetos,1
2025-01-01,PANCAS,patrimonial,11
2025-01-01,PANCAS,violencia_social,3
2025-01-01,PEDRO CANARIO,objetos,2
2025-01-01,PEDRO CANARIO,patrimonial,11
2025-01-01,PEDRO CANARIO,violencia_social,11
2025-01-01,PINHEIROS,digital,1
2025-01-01,PINHEIROS,objetos,6
2025-01-01,PINHEIROS,patrimonial,6
2025-01-01,PINHEIROS,violencia_social,12
2025-01-01,PIUMA,objetos,12
2025-01-01,PIUMA,patrimonial,44
2025-01-01,PIUMA,violencia_social,16
2025-01-01,PONTO BELO,patrimonial,1
2025-01-01,PONTO BELO,violencia_social,4
2025-01-01,PRESIDENTE KENNEDY,patrimonial,5
2025-01-01,PRESIDENTE KENNEDY,violencia_social,11
2025-01-01,RIO BANANAL,objetos,1
2025-01-01,RIO BANANAL,patrimonial,2
2025-01-01,RIO BANANAL,violencia_social,6
2025-01-01,RIO NOVO DO SUL,objetos,2
2025-01-01,RIO NOVO DO SUL,patrimonial,6
2025-01-01,RIO NOVO DO SUL,violencia_social,4
2025-01-01,SANTA LEOPOLDINA,objetos,1
2025-01-01,SANTA LEOPOLDINA,patrimonial,2
2025-01-01,SANTA LEOPOLDINA,violencia_social,5
2025-01-01,SANTA MARIA DE JETIBA,objetos,9
2025-01-01,SANTA MARIA DE JETIBA,patrimonial,18
2025-01-01,SANTA MARIA DE JETIBA,violencia_social,20
2025-01-01,SANTA TERESA,digital,4
2025-01-01,SANTA TERESA,patrimonial,17
2025-01-01,SANTA TERESA,violencia_social,12
2025-01-01,SAO DOMINGOS DO NORTE,patrimonial,3
2025-01-01,SAO DOMINGOS DO NORTE,violencia_social,3
2025-01-01,SAO GABRIEL DA PALHA,digital,1
2025-01-01,SAO GABRIEL DA PALHA,objetos,6
2025-01-01,SAO GABRIEL DA PALHA,patrimonial,21
2025-01-01,SAO GABRIEL DA PALHA,violencia_social,33
2025-01-01,SAO JOSE DO CALCADO,patrimonial,8
2025-01-01,SAO JOSE DO CALCADO,violencia_social,7
2025-01-01,SAO MATEUS,objetos,23
2025-01-01,SAO MATEUS,patrimonial,42
2025-01-01,SAO MATEUS,violencia_social,63
2025-01-01,SAO ROQUE DO CANAA,objetos,1
2025-01-01,SAO ROQUE DO CANAA,patrimonial,3
2025-01-01,SAO ROQUE DO CANAA,violencia_social,5
2025-01-01,SERRA,digital,51
2025-01-01,SERRA,objetos,359
2025-01-01,SERRA,patrimonial,862
2025-01-01,SERRA,violencia_social,244
2025-01-01,SOORETAMA,objetos,3
2025-01-01,SOORETAMA,patrimonial,5
2025-01-01,SOORETAMA,violencia_social,10
2025-01-01,VARGEM ALTA,digital,2
2025-01-01,VARGEM ALTA,patrimonial,8
2025-01-01,VARGEM ALTA,violencia_social,8
2025-01-01,VENDA NOVA DO IMIGRANTE,objetos,2
2025-01-01,VENDA NOVA DO IMIGRANTE,patrimonial,28
2025-01-01,VENDA NOVA DO IMIGRANTE,violencia_social,11
2025-01-01,VIANA,digital,2
2025-01-01,VIANA,objetos,17
2025-01-01,VIANA,patrimonial,88
2025-01-01,VIANA,violencia_social,30
2025-01-01,VILA PAVAO,objetos,1
2025-01-01,VILA PAVAO,patrimonial,3
2025-01-01,VILA PAVAO,violencia_social,3
2025-01-01,VILA VALERIO,objetos,1
2025-01-01,VILA VALERIO,patrimonial,9
2025-01-01,VILA VALERIO,violencia_social,1
2025-01-01,VILA VELHA,digital,16
2025-01-01,VILA VELHA,objetos,418
2025-01-01,VILA VELHA,patrimonial,1041
2025-01-01,VILA VELHA,violencia_social,209
2025-01-01,VITORIA,digital,46
2025-01-01,VITORIA,objetos,357
2025-01-01,VITORIA,patrimonial,938
2025-01-01,VITORIA,violencia_social,105
2025-02-01,AFONSO CLAUDIO,patrimonial,9
2025-02-01,AFONSO CLAUDIO,violencia_social,12
2025-02-01,AGUA DOCE DO NORTE,violencia_social,3
2025-02-01,AGUIA BRANCA,patrimonial,1
2025-02-01,AGUIA BRANCA,violencia_social,4
2025-02-01,ALEGRE,objetos,3
2025-02-01,ALEGRE,patrimonial,24
2025-02-01,ALEGRE,violencia_social,18
2025-02-01,ALFREDO CHAVES,digital,3
2025-02-01,ALFREDO CHAVES,patrimonial,3
2025-02-01,ALFREDO CHAVES,violencia_social,6
2025-02-01,ALTO RIO NOVO,objetos,1
2025-02-01,ALTO RIO NOVO,patrimonial,5
2025-02-01,ALTO RIO NOVO,violencia_social,5
2025-02-01,ANCHIETA,digital,5
2025-02-01,ANCHIETA,objetos,1
2025-02-01,ANCHIETA,patrimonial,20
2025-02-01,ANCHIETA,violencia_social,18
2025-02-01,APIACA,patrimonial,4
2025-02-01,APIACA,violencia_social,1
2025-02-01,ARACRUZ,digital,1
2025-02-01,ARACRUZ,objetos,14
2025-02-01,ARACRUZ,patrimonial,57
2025-02-01,ARACRUZ,violencia_social,46
2025-02-01,ATILIO VIVACQUA,patrimonial,4
2025-02-01,ATILIO VIVACQUA,violencia_social,5
2025-02-01,BAIXO GUANDU,objetos,10
2025-02-01,BAIXO GUANDU,patrimonial,17
2025-02-01,BAIXO GUANDU,violencia_social,10
2025-02-01,BARRA DE SAO FRANCISCO,digital,2
2025-02-01,BARRA DE SAO FRANCISCO,objetos,7
2025-02-01,BARRA DE SAO FRANCISCO,patrimonial,32
2025-02-01,BARRA DE SAO FRANCISCO,violencia_social,22
2025-02-01,BOA ESPERANCA,objetos,4
2025-02-01,BOA ESPERANCA,patrimonial,6
2025-02-01,BOA ESPERANCA,violencia_social,8
2025-02-01,BOM JESUS DO NORTE,objetos,2
2025-02-01,BOM JESUS DO NORTE,patrimonial,3
2025-02-01,BOM JESUS DO NORTE,violencia_social,8
2025-02-01,BREJETUBA,patrimonial,3
2025-02-01,BREJETUBA,violencia_social,7
2025-02-01,CACHOEIRO DE ITAPEMIRIM,digital,2
2025-02-01,CACHOEIRO DE ITAPEMIRIM,objetos,35
2025-02-01,CACHOEIRO DE ITAPEMIRIM,patrimonial,206
2025-02-01,CACHOEIRO DE ITAPEMIRIM,violencia_social,86
2025-02-01,CARIACICA,digital,21
2025-02-01,CARIACICA,objetos,228
2025-02-01,CARIACICA,patrimonial,449
2025-02-01,CARIACICA,violencia_social,130
2025-02-01,CASTELO,digital,4
2025-02-01,CASTELO,objetos,2
2025-02-01,CASTELO,patrimonial,37
2025-02-01,CASTELO,violencia_social,19
2025-02-01,COLATINA,digital,18
2025-02-01,COLATINA,objetos,15
2025-02-01,COLATINA,patrimonial,96
2025-02-01,COLATINA,violencia_social,96
2025-02-01,CONCEICAO DA BARRA,digital,2
2025-02-01,CONCEICAO DA BARRA,objetos,5
2025-02-01,CONCEICAO DA BARRA,patrimonial,25
2025-02-01,CONCEICAO DA BARRA,violencia_social,14
2025-02-01,CONCEICAO DO CASTELO,digital,1
2025-02-01,CONCEICAO DO CASTELO,objetos,3
2025-02-01,CONCEICAO DO CASTELO,patrimonial,8
2025-02-01,CONCEICAO DO CASTELO,violencia_social,4
2025-02-01,DIVINO DE SAO LOURENCO,violencia_social,2
2025-02-01,DOMINGOS MARTINS,objetos,1
2025-02-01,DOMINGOS MARTINS,patrimonial,10
2025-02-01,DOMINGOS MARTINS,violencia_social,3
2025-02-01,DORES DO RIO PRETO,violencia_social,2
2025-02-01,ECOPORANGA,patrimonial,5
2025-02-01,ECOPORANGA,violencia_social,3
2025-02-01,FUNDAO,objetos,4
2025-02-01,FUNDAO,patrimonial,13
2025-02-01,FUNDAO,violencia_social,5
2025-02-01,GOVERNADOR LINDENBERG,digital,1
2025-02-01,GOVERNADOR LINDENBERG,patrimonial,1
2025-02-01,GOVERNADOR LINDENBERG,violencia_social,1
2025-02-01,GUACUI,objetos,5
2025-02-01,GUACUI,patrimonial,10
2025-02-01,GUACUI,violencia_social,13
2025-02-01,GUARAPARI,digital,3
2025-02-01,GUARAPARI,objetos,60
2025-02-01,GUARAPARI,patrimonial,185
2025-02-01,GUARAPARI,violencia_social,48
2025-02-01,IBATIBA,objetos,2
2025-02-01,IBATIBA,patrimonial,14
2025-02-01,IBATIBA,violencia_social,11
2025-02-01,IBIRACU,patrimonial,8
2025-02-01,IBIRACU,violencia_social,7
2025-02-01,IBITIRAMA,patrimonial,2
2025-02-01,IBITIRAMA,violencia_social,2
2025-02-01,ICONHA,digital,1
2025-02-01,ICONHA,objetos,1
2025-02-01,ICONHA,patrimonial,7
2025-02-01,ICONHA,violencia_social,1
2025-02-01,IRUPI,patrimonial,13
2025-02-01,IRUPI,violencia_social,1
2025-02-01,ITAGUACU,objetos,1
2025-02-01,ITAGUACU,patrimonial,5
2025-02-01,ITAGUACU,violencia_social,4
2025-02-01,ITAPEMIRIM,objetos,9
2025-02-01,ITAPEMIRIM,patrimonial,39
2025-02-01,ITAPEMIRIM,violencia_social,30
2025-02-01,ITARANA,patrimonial,4
2025-02-01,ITARANA,violencia_social,7
2025-02-01,IUNA,objetos,2
2025-02-01,IUNA,patrimonial,27
2025-02-01,IUNA,violencia_social,13
2025-02-01,JAGUARE,objetos,4
2025-02-01,JAGUARE,patrimonial,9
2025-02-01,JAGUARE,violencia_social,10
2025-02-01,JERONIMO MONTEIRO,objetos,2
2025-02-01,JERONIMO MONTEIRO,patrimonial,13
2025-02-01,JERONIMO MONTEIRO,violencia_social,5
2025-02-01,JOAO NEIVA,patrimonial,8
2025-02-01,JOAO NEIVA,violencia_social,9
2025-02-01,LARANJA DA TERRA,patrimonial,2
2025-02-01,LINHARES,objetos,54
2025-02-01,LINHARES,patrimonial,138
2025-02-01,LINHARES,violencia_social,59
2025-02-01,MANTENOPOLIS,digital,6
2025-02-01,MANTENOPOLIS,objetos,1
2025-02-01,MANTENOPOLIS,patrimonial,5
2025-02-01,MANTENOPOLIS,violencia_social,6
2025-02-01,MARATAIZES,objetos,14
2025-02-01,MARATAIZES,patrimonial,43
2025-02-01,MARATAIZES,violencia_social,22
2025-02-01,MARECHAL FLORIANO,patrimonial,11
2025-02-01,MARECHAL FLORIANO,violencia_social,4
2025-02-01,MARILANDIA,objetos,2
2025-02-01,MARILANDIA,patrimonial,1
2025-02-01,MARILANDIA,violencia_social,3
2025-02-01,MIMOSO DO SUL,objetos,4
2025-02-01,MIMOSO DO SUL,patrimonial,3
2025-02-01,MIMOSO DO SUL,violencia_social,7
2025-02-01,MONTANHA,objetos,1
2025-02-01,MONTANHA,patrimonial,10
2025-02-01,MONTANHA,violencia_social,6
2025-02-01,MUCURICI,patrimonial,1
2025-02-01,MUCURICI,violencia_social,4
2025-02-01,MUNIZ FREIRE,patrimonial,7
2025-02-01,MUNIZ FREIRE,violencia_social,8
2025-02-01,MUQUI,objetos,2
2025-02-01,MUQUI,patrimonial,10
2025-02-01,NOVA VENECIA,digital,1
2025-02-01,NOVA VENECIA,objetos,6
2025-02-01,NOVA VENECIA,patrimonial,36
2025-02-01,NOVA VENECIA,violencia_social,28
2025-02-01,PANCAS,digital,2
2025-02-01,PANCAS,objetos,3
2025-02-01,PANCAS,patrimonial,9
2025-02-01,PANCAS,violencia_social,6
2025-02-01,PEDRO CANARIO,objetos,1
2025-02-01,PEDRO CANARIO,patrimonial,9
2025-02-01,PEDRO CANARIO,violencia_social,7
2025-02-01,PINHEIROS,digital,1
2025-02-01,PINHEIROS,objetos,4
2025-02-01,PINHEIROS,patrimonial,9
2025-02-01,PINHEIROS,violencia_social,17
2025-02-01,PIUMA,objetos,12
2025-02-01,PIUMA,patrimonial,33
2025-02-01,PIUMA,violencia_social,9
2025-02-01,PONTO BELO,objetos,1
2025-02-01,PONTO BELO,patrimonial,5
2025-02-01,PONTO BELO,violencia_social,1
2025-02-01,PRESIDENTE KENNEDY,objetos,1
2025-02-01,PRESIDENTE KENNEDY,patrimonial,4
2025-02-01,PRESIDENTE KENNEDY,violencia_social,5
2025-02-01,RIO BANANAL,objetos,2
2025-02-01,RIO BANANAL,patrimonial,3
2025-02-01,RIO BANANAL,violencia_social,6
2025-02-01,RIO NOVO DO SUL,digital,1
2025-02-01,RIO NOVO DO SUL,patrimonial,4
2025-02-01,RIO NOVO DO SUL,violencia_social,4
2025-02-01,SANTA LEOPOLDINA,objetos,1
2025-02-01,SANTA LEOPOLDINA,patrimonial,3
2025-02-01,SANTA LEOPOLDINA,violencia_social,4
2025-02-01,SANTA MARIA DE JETIBA,digital,1
2025-02-01,SANTA MARIA DE JETIBA,objetos,2
2025-02-01,SANTA MARIA DE JETIBA,patrimonial,20
2025-02-01,SANTA MARIA DE JETIBA,violencia_social,27
2025-02-01,SANTA TERESA,objetos,1
2025-02-01,SANTA TERESA,patrimonial,7
2025-02-01,SANTA TERESA,violencia_social,13
2025-02-01,SAO DOMINGOS DO NORTE,objetos,1
2025-02-01,SAO DOMINGOS DO NORTE,patrimonial,2
2025-02-01,SAO DOMINGOS DO NORTE,violencia_social,6
2025-02-01,SAO GABRIEL DA PALHA,objetos,2
2025-02-01,SAO GABRIEL DA PALHA,patrimonial,16
2025-02-01,SAO GABRIEL DA PALHA,violencia_social,26
2025-02-01,SAO JOSE DO CALCADO,patrimonial,5
2025-02-01,SAO JOSE DO CALCADO,violencia_social,7
2025-02-01,SAO MATEUS,objetos,23
2025-02-01,SAO MATEUS,patrimonial,35
2025-02-01,SAO MATEUS,violencia_social,48
2025-02-01,SAO ROQUE DO CANAA,patrimonial,6
2025-02-01,SERRA,digital,14
2025-02-01,SERRA,objetos,312
2025-02-01,SERRA,patrimonial,671
2025-02-01,SERRA,violencia_social,200
2025-02-01,SOORETAMA,objetos,4
2025-02-01,SOORETAMA,patrimonial,6
2025-02-01,SOORETAMA,violencia_social,9
2025-02-01,VARGEM ALTA,digital,1
2025-02-01,VARGEM ALTA,objetos,4
2025-02-01,VARGEM ALTA,patrimonial,16
2025-02-01,VARGEM ALTA,violencia_social,10
2025-02-01,VENDA NOVA DO IMIGRANTE,digital,1
2025-02-01,VENDA NOVA DO IMIGRANTE,objetos,4
2025-02-01,VENDA NOVA DO IMIGRANTE,patrimonial,19
2025-02-01,VENDA NOVA DO IMIGRANTE,violencia_social,9
2025-02-01,VIANA,digital,2
2025-02-01,VIANA,objetos,19
2025-02-01,VIANA,patrimonial,65
2025-02-01,VIANA,violencia_social,23
2025-02-01,VILA PAVAO,patrimonial,5
2025-02-01,VILA PAVAO,violencia_social,8
2025-02-01,VILA VALERIO,objetos,1
2025-02-01,VILA VALERIO,patrimonial,1
2025-02-01,VILA VALERIO,violencia_social,2
2025-02-01,VILA VELHA,digital,3
2025-02-01,VILA VELHA,objetos,325
2025-02-01,VILA VELHA,patrimonial,888
2025-02-01,VILA VELHA,violencia_social,158
2025-02-01,VITORIA,digital,34
2025-02-01,VITORIA,objetos,454
2025-02-01,VITORIA,patrimonial,954
2025-02-01,VITORIA,violencia_social,117
2025-03-01,AFONSO CLAUDIO,digital,1
2025-03-01,AFONSO CLAUDIO,objetos,2
2025-03-01,AFONSO CLAUDIO,patrimonial,11
2025-03-01,AFONSO CLAUDIO,violencia_social,20
2025-03-01,AGUA DOCE DO NORTE,objetos,1
2025-03-01,AGUA DOCE DO NORTE,patrimonial,2
2025-03-01,AGUA DOCE DO NORTE,violencia_social,4
2025-03-01,AGUIA BRANCA,patrimonial,1
2025-03-01,AGUIA BRANCA,violencia_social,5
2025-03-01,ALEGRE,objetos,6
2025-03-01,ALEGRE,patrimonial,16
2025-03-01,ALEGRE,violencia_social,15
2025-03-01,ALFREDO CHAVES,digital,3
2025-03-01,ALFREDO CHAVES,patrimonial,8
2025-03-01,ALFREDO CHAVES,violencia_social,8
2025-03-01,ALTO RIO NOVO,patrimonial,3
2025-03-01,ALTO RIO NOVO,violencia_social,1
2025-03-01,ANCHIETA,digital,5
2025-03-01,ANCHIETA,objetos,5
2025-03-01,ANCHIETA,patrimonial,33
2025-03-01,ANCHIETA,violencia_social,18
2025-03-01,APIACA,patrimonial,2
2025-03-01,APIACA,violencia_social,2
2025-03-01,ARACRUZ,digital,3
2025-03-01,ARACRUZ,objetos,19
2025-03-01,ARACRUZ,patrimonial,70
2025-03-01,ARACRUZ,violencia_social,62
2025-03-01,ATILIO VIVACQUA,patrimonial,6
2025-03-01,ATILIO VIVACQUA,violencia_social,3
2025-03-01,BAIXO GUANDU,objetos,4
2025-03-01,BAIXO GUANDU,patrimonial,22
2025-03-01,BAIXO GUANDU,violencia_social,21
2025-03-01,BARRA DE SAO FRANCISCO,digital,1
2025-03-01,BARRA DE SAO FRANCISCO,objetos,6
2025-03-01,BARRA DE SAO FRANCISCO,patrimonial,40
2025-03-01,BARRA DE SAO FRANCISCO,violencia_social,24
2025-03-01,BOA ESPERANCA,objetos,1
2025-03-01,BOA ESPERANCA,patrimonial,1
2025-03-01,BOA ESPERANCA,violencia_social,5
2025-03-01,BOM JESUS DO NORTE,objetos,4
2025-03-01,BOM JESUS DO NORTE,patrimonial,12
2025-03-01,BOM JESUS DO NORTE,violencia_social,4
2025-03-01,BREJETUBA,patrimonial,6
2025-03-01,BREJETUBA,violencia_social,4
2025-03-01,CACHOEIRO DE ITAPEMIRIM,digital,1
2025-03-01,CACHOEIRO DE ITAPEMIRIM,objetos,38
2025-03-01,CACHOEIRO DE ITAPEMIRIM,patrimonial,202
2025-03-01,CACHOEIRO DE ITAPEMIRIM,violencia_social,111
2025-03-01,CARIACICA,digital,12
2025-03-01,CARIACICA,objetos,331
2025-03-01,CARIACICA,patrimonial,562
2025-03-01,CARIACICA,violencia_social,124
2025-03-01,CASTELO,digital,7
2025-03-01,CASTELO,objetos,3
2025-03-01,CASTELO,patrimonial,44
2025-03-01,CASTELO,violencia_social,14
2025-03-01,COLATINA,digital,42
2025-03-01,COLATINA,objetos,20
2025-03-01,COLATINA,patrimonial,106
2025-03-01,COLATINA,violencia_social,89
2025-03-01,CONCEICAO DA BARRA,digital,2
2025-03-01,CONCEICAO DA BARRA,objetos,11
2025-03-01,CONCEICAO DA BARRA,patrimonial,19
2025-03-01,CONCEICAO DA BARRA,violencia_social,10
2025-03-01,CONCEICAO DO CASTELO,patrimonial,2
2025-03-01,CONCEICAO DO CASTELO,violencia_social,6
2025-03-01,DIVINO DE SAO LOURENCO,patrimonial,3
2025-03-01,DIVINO DE SAO LOURENCO,violencia_social,2
2025-03-01,DOMINGOS MARTINS,objetos,3
2025-03-01,DOMINGOS MARTINS,patrimonial,10
2025-03-01,DOMINGOS MARTINS,violencia_social,9
2025-03-01,DORES DO RIO PRETO,patrimonial,1
2025-03-01,ECOPORANGA,violencia_social,2
2025-03-01,FUNDAO,objetos,2
2025-03-01,FUNDAO,patrimonial,10
2025-03-01,FUNDAO,violencia_social,5
2025-03-01,GOVERNADOR LINDENBERG,digital,1
2025-03-01,GOVERNADOR LINDENBERG,patrimonial,4
2025-03-01,GOVERNADOR LINDENBERG,violencia_social,3
2025-03-01,GUACUI,objetos,3
2025-03-01,GUACUI,patrimonial,28
2025-03-01,GUACUI,violencia_social,17
2025-03-01,GUARAPARI,digital,3
2025-03-01,GUARAPARI,objetos,60
2025-03-01,GUARAPARI,patrimonial,216
2025-03-01,GUARAPARI,violencia_social,35
2025-03-01,IBATIBA,objetos,5
2025-03-01,IBATIBA,patrimonial,16
2025-03-01,IBATIBA,violencia_social,13
2025-03-01,IBIRACU,digital,1
2025-03-01,IBIRACU,patrimonial,8
2025-03-01,IBIRACU,violencia_social,6
2025-03-01,IBITIRAMA,objetos,1
2025-03-01,IBITIRAMA,patrimonial,4
2025-03-01,IBITIRAMA,violencia_social,1
2025-03-01,ICONHA,patrimonial,4
2025-03-01,ICONHA,violencia_social,3
2025-03-01,IRUPI,patrimonial,6
2025-03-01,IRUPI,violencia_social,4
2025-03-01,ITAGUACU,patrimonial,7
2025-03-01,ITAGUACU,violencia_social,6
2025-03-01,ITAPEMIRIM,objetos,4
2025-03-01,ITAPEMIRIM,patrimonial,37
2025-03-01,ITAPEMIRIM,violencia_social,23
2025-03-01,ITARANA,patrimonial,3
2025-03-01,ITARANA,violencia_social,2
2025-03-01,IUNA,objetos,6
2025-03-01,IUNA,patrimonial,30
2025-03-01,IUNA,violencia_social,12
2025-03-01,JAGUARE,objetos,4
2025-03-01,JAGUARE,patrimonial,10
2025-03-01,JAGUARE,violencia_social,10
2025-03-01,JERONIMO MONTEIRO,objetos,1
2025-03-01,JERONIMO MONTEIRO,patrimonial,4
