fonte_dados,categoria_macro,genero,cor,idade,faixa_etaria,municipio,bairro,sexo,cutis
violencia_domestica,violencia_social,,,31.0,25_34,ALFREDO CHAVES,IBITIRUI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,ANCHIETA,IRIRI,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,SANTA MARIA DE JETIBA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,CARIACICA,EXPEDITO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,33.0,25_34,SERRA,MANGUINHOS,FEMININO,INDIGENA
violencia_domestica,violencia_social,,,34.0,25_34,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,34.0,25_34,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,34.0,25_34,BREJETUBA,VARGEM GRANDE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,BOM JESUS DO NORTE,LOTEAMENTO GRANDE VITORIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,35.0,35_44,COLATINA,VILA REAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,36.0,35_44,COLATINA,FRANCISCO SIMONASSI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,PIUMA,UNIAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,BAIXO GUANDU,ROSARIO II,FEMININO,BRANCA
violencia_domestica,violencia_social,,,36.0,35_44,SAO MATEUS,SANTO ANTONIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,SAO PATRICIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,CIDADE CONTINENTAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,ANDRE CARLONI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,CARIACICA,SAO FRANCISCO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,ANCHIETA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,DOMINGOS MARTINS,ARACE,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,VILA VELHA,PRAIA DE ITAPARICA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,SERRA,JARDIM TROPICAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,ARACRUZ,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,GUACUI,SAO PEDRO DE RATES,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,39.0,35_44,MUNIZ FREIRE,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,CASTELO,VILA BARBOSA,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,COLATINA,CARLOS GERMANO NAUMANN,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,SERRA,TAQUARA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,SERRA,TAQUARA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,DOMINGOS MARTINS,ARACE,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,CARIACICA,NOVA ROSA DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,COLATINA,PADRE JOSE DE ANCHIETA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,45.0,45_54,GUARAPARI,PRAIA DO MORRO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,46.0,45_54,VITORIA,FORTE SAO JOAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,CARIACICA,ALZIRA RAMOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,CARIACICA,ALZIRA RAMOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,47.0,45_54,CARIACICA,NOVA ROSA DA PENHA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,49.0,45_54,CACHOEIRO DE ITAPEMIRIM,PACOTUBA,FEMININO,PARDA
violencia_domestica,violencia_social,,,51.0,45_54,SAO GABRIEL DA PALHA,SANTA HELENA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,53.0,45_54,MARATAIZES,CIDADE NOVA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,ARACRUZ,LIMAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,FUNDAO,OZEIAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,59.0,55_64,SANTA MARIA DE JETIBA,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,59.0,55_64,COLATINA,AYRTON SENNA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,59.0,55_64,GUACUI,VALE DO SOL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,60.0,55_64,ALEGRE,MORRO DO QUEROSENE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,61.0,55_64,MARATAIZES,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,65.0,65_PLUS,IBATIBA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,65.0,65_PLUS,ECOPORANGA,IMBURANA,FEMININO,PARDA
violencia_domestica,violencia_social,,,67.0,65_PLUS,SERRA,SAO PATRICIO,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,70.0,65_PLUS,VENDA NOVA DO IMIGRANTE,VILA DA MATA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,71.0,65_PLUS,COLATINA,VILA REAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,73.0,65_PLUS,MARATAIZES,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,75.0,65_PLUS,COLATINA,VILA REAL,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,10.0,0_14,FUNDAO,SAO JOSE,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,16.0,15_17,CASTELO,VILA BARBOSA,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,ITAPEMIRIM,ITAOCA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,GUACUI,NOVA GUACUI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,21.0,18_24,CACHOEIRO DE ITAPEMIRIM,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,SAO MATEUS,RIBEIRAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,VITORIA,RESISTENCIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,22.0,18_24,VITORIA,JARDIM CAMBURI,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,SERRA,BARCELONA,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,MARATAIZES,JACARANDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,ANCHIETA,MAIMBA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,SERRA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,SERRA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,SERRA,PARQUE DAS GAIVOTAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,PRESIDENTE KENNEDY,JAQUEIRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,SAO MATEUS,NOVO HORIZONTE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,27.0,25_34,CACHOEIRO DE ITAPEMIRIM,ALTO UNIAO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,27.0,25_34,BOM JESUS DO NORTE,LOTEAMENTO SILVANA,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,SERRA,JOSE DE ANCHIETA,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,VILA VELHA,MORADA DA BARRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,GUACUI,SANTA CECILIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,LINHARES,INTERLAGOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,SERRA,SAO DIOGO II,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,VITORIA,REPUBLICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,IUNA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,34.0,25_34,VITORIA,MARIA ORTIZ,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,VILA VELHA,PRAIA DE ITAPARICA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,36.0,35_44,LINHARES,PONTAL DO IPIRANGA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,FEU ROSA,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,VITORIA,HORTO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,VITORIA,RESISTENCIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,38.0,35_44,CARIACICA,VISTA LINDA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,FUNDAO,SAO JOSE,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,ITAPEMIRIM,ROSA MEIRELES,FEMININO,BRANCA
violencia_domestica,violencia_social,,,41.0,35_44,COLATINA,MARIA DAS GRACAS II,FEMININO,BRANCA
violencia_domestica,violencia_social,,,48.0,45_54,PIUMA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,50.0,45_54,GUARAPARI,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,GUARAPARI,OLARIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,LINHARES,PONTAL DO IPIRANGA,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,SERRA,ANDRE CARLONI,FEMININO,PARDA
violencia_domestica,violencia_social,,,57.0,55_64,COLATINA,SANTA TEREZINHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,63.0,55_64,SERRA,PARQUE RESIDENCIAL TUBARAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,14.0,0_14,VITORIA,MARIO CYPRESTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,21.0,18_24,CARIACICA,JARDIM BOTANICO,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,VILA VELHA,MORADA DA BARRA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,VILA VELHA,JARDIM MARILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,MARATAIZES,CIDADE NOVA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,23.0,18_24,GUARAPARI,SANTA MONICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,AFONSO CLAUDIO,SAO VICENTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,SAGRADA FAMILIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,RIO NOVO DO SUL,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,NOVA VENECIA,BEIRA RIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,IUNA,QUILOMBO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,IUNA,QUILOMBO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,SOTECO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,ALEGRE,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,32.0,25_34,SANTA LEOPOLDINA,BARRA DO MANGARAI,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,SAO MATEUS,GURIRI,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,JARDIM LIMOEIRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,SERRA DOURADA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,VITORIA,MARIO CYPRESTE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,37.0,35_44,SERRA,CASTELANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,ITAPEMIRIM,CAMPO ACIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,SERRA,BAIRRO NOVO,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,SAO MATEUS,AROEIRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,49.0,45_54,VILA VELHA,ARIBIRI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,50.0,45_54,SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,50.0,45_54,CARIACICA,JARDIM AMERICA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,51.0,45_54,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,PARDA
violencia_domestica,violencia_social,,,52.0,45_54,BAIXO GUANDU,SAPUCAIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,52.0,45_54,SAO MATEUS,COHAB,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,57.0,55_64,AFONSO CLAUDIO,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,58.0,55_64,SAO MATEUS,CAMPO GRANDE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,59.0,55_64,ALEGRE,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,71.0,65_PLUS,BAIXO GUANDU,SAPUCAIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,12.0,0_14,MANTENOPOLIS,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,13.0,0_14,SAO MATEUS,GURIRI,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,GUARAPARI,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,CARIACICA,BELA AURORA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,MARILANDIA,INDUSTRIAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,SERRA,LAGOA DE CARAPEBUS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,VITORIA,ILHA DO PRINCIPE,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,GUARAPARI,PRAIA DO MORRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,CARIACICA,PORTO NOVO,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,DOMINGOS MARTINS,VILA VERDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,CARIACICA,CAMPINA GRANDE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,CACHOEIRO DE ITAPEMIRIM,RUBEM BRAGA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,BAIXO GUANDU,SAO JOSE,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,VITORIA,MARIA ORTIZ,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,CARIACICA,CAMPO VERDE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,SAO MARCOS II,FEMININO,BRANCA
violencia_domestica,violencia_social,,,26.0,25_34,MONTANHA,ANGELA DEPOLLO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,FEU ROSA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,ATILIO VIVACQUA,ALTO NITEROI,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,AFONSO CLAUDIO,JOAO VALIM,FEMININO,NEGRA
violencia_domestica,violencia_social,,,27.0,25_34,CONCEICAO DO CASTELO,SANTA LUZIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,SAO JOSE DO CALCADO,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,28.0,25_34,GUARAPARI,TARTARUGA,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,LINHARES,INTERLAGOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,COLATINA,BELA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,SERRA,VALPARAISO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,PINHEIROS,GALILEIA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,33.0,25_34,ITAGUACU,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,SAO JOSE DO CALCADO,CENTRO,MASCULINO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,VILA VELHA,ULISSES GUIMARAES,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,COLATINA,MARIA DAS GRACAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,CARIACICA,CASTELO BRANCO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,CARIACICA,PARQUE GRAMADO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,CARIACICA,PARQUE GRAMADO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,GUARAPARI,PRAIA DO MORRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,COLATINA,MARISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,35.0,35_44,VITORIA,GOIABEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,SERRA,JARDIM LIMOEIRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,GUARAPARI,SAO GABRIEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,CACHOEIRO DE ITAPEMIRIM,GUANDU,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,ALEGRE,RIVE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,SERRA,PLANALTO SERRANO,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,LINHARES,BOA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,LINHARES,INTERLAGOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,SAO GABRIEL DA PALHA,CORREGO BLEY,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,LINHARES,ARACA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,40.0,35_44,CARIACICA,CARIACICA SEDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,SAO MATEUS,GURIRI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,MORADA DE LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,43.0,35_44,VILA VELHA,NOSSA SENHORA DA PENHA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,44.0,35_44,CACHOEIRO DE ITAPEMIRIM,BAIMINAS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,44.0,35_44,VILA VALERIO,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,44.0,35_44,ECOPORANGA,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,VIANA,MARCILIO DE NORONHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,VIANA,NOVA BETHANIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,SERRA,BALNEARIO DE CARAPEBUS,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,SAO DOMINGOS DO NORTE,CAIXA DAGUA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,48.0,45_54,CACHOEIRO DE ITAPEMIRIM,BOA VISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,48.0,45_54,GUARAPARI,SAO GABRIEL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,50.0,45_54,MARILANDIA,INDUSTRIAL,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,52.0,45_54,SAO MATEUS,FATIMA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,52.0,45_54,LINHARES,BEBEDOURO,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,PRESIDENTE KENNEDY,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,LINHARES,AVISO,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,COLATINA,BELA VISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,54.0,45_54,VILA VELHA,JARDIM ASTECA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,60.0,55_64,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,61.0,55_64,IBATIBA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,61.0,55_64,VILA VELHA,SANTA INES,FEMININO,PARDA
violencia_domestica,violencia_social,,,62.0,55_64,DOMINGOS MARTINS,ARACE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,62.0,55_64,PRESIDENTE KENNEDY,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,66.0,65_PLUS,ARACRUZ,SAO FRANCISCO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,66.0,65_PLUS,PINHEIROS,VILA VERDE,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,68.0,65_PLUS,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,68.0,65_PLUS,VIANA,BOM PASTOR,FEMININO,PARDA
violencia_domestica,violencia_social,,,14.0,0_14,MUNIZ FREIRE,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,15.0,15_17,LINHARES,SHELL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,16.0,15_17,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,LINHARES,INTERLAGOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,18.0,18_24,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,PEDRO CANARIO,EXPLANADA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,19.0,18_24,PEDRO CANARIO,CRISTAL DO NORTE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,19.0,18_24,SAO MATEUS,GURIRI,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,SAO MATEUS,SANTO ANTONIO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,20.0,18_24,NOVA VENECIA,BEIRA RIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,PIUMA,MONTE AGHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,SERRA,PRAIAMAR,FEMININO,PARDA
violencia_domestica,violencia_social,,,20.0,18_24,SOORETAMA,SALVADOR,MASCULINO,NEGRA
violencia_domestica,violencia_social,,,21.0,18_24,SERRA,NOVO HORIZONTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,NOVA VENECIA,FILOMENA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,22.0,18_24,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,COLATINA,SAO MIGUEL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,SANTA MARIA DE JETIBA,RIO POSS MOUSER,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,LINHARES,INTERLAGOS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,24.0,18_24,SAO MATEUS,RESIDENCIAL PARQUE WASHIGTON,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,GUARAPARI,AEROPORTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,ECOPORANGA,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,ARACRUZ,JACUPEMBA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,IUNA,SANTISSIMA TRINDADE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,VILA VELHA,GLORIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,VIANA,NOVA BETHANIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,RIO BANANAL,SAO SEBASTIAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,VENDA NOVA DO IMIGRANTE,VILA DA MATA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,30.0,25_34,IBATIBA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,SERRA,FEU ROSA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,SERRA,FEU ROSA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,VITORIA,MARIO CYPRESTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,VITORIA,SANTO ANTONIO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,VITORIA,BELA VISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,CARIACICA,NOVO BRASIL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,SERRA,VILA NOVA DE COLARES,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,33.0,25_34,SERRA,BAIRRO DAS LARANJEIRAS,MASCULINO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,CARIACICA,SAO FRANCISCO,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SERRA,SOLAR DE ANCHIETA,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,ARACRUZ,SANTA CRUZ,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,CARIACICA,ANTONIO FERREIRA BORGES,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,VITORIA,MARIA ORTIZ,FEMININO,BRANCA
