fonte_dados,categoria_macro,genero,cor,idade,faixa_etaria,municipio,bairro,sexo,cutis
violencia_domestica,violencia_social,,,40.0,35_44,VILA VELHA,ATAIDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,CACHOEIRO DE ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,VITORIA,CONQUISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,LINHARES,POVOACAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,BOA ESPERANCA,ILMO COVRE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,46.0,45_54,SERRA,MATA DA SERRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,CACHOEIRO DE ITAPEMIRIM,ALTO NOVO PARQUE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,47.0,45_54,JAGUARE,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,49.0,45_54,SAO MATEUS,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,49.0,45_54,VITORIA,REDENCAO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,51.0,45_54,SAO MATEUS,SANTO ANTONIO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,53.0,45_54,CARIACICA,MORADA DE SANTA FE,FEMININO,PARDA
violencia_domestica,violencia_social,,,55.0,55_64,CARIACICA,VALE ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,56.0,55_64,SERRA,FEU ROSA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,58.0,55_64,SANTA MARIA DE JETIBA,ALTOS SEBASTIAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,58.0,55_64,SERRA,NOVO HORIZONTE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,15.0,15_17,BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,MASCULINO,INDETERMINADA
violencia_domestica,violencia_social,,,18.0,18_24,VILA VELHA,BARRAMARES,FEMININO,PARDA
violencia_domestica,violencia_social,,,19.0,18_24,CARIACICA,PROLAR,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,SERRA,PLANALTO SERRANO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,CARIACICA,PADRE GABRIEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,SOORETAMA,SALVADOR,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,PRESIDENTE KENNEDY,CACIMBINHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,ALFREDO CHAVES,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,GUARAPARI,SANTA MONICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,CARIACICA,NOVA ROSA DA PENHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,SAO MATEUS,BOM SUCESSO,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,LINHARES,INTERLAGOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,VILA VELHA,ALVORADA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,ARACRUZ,VILA RICA,MASCULINO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,VIANA,UNIVERSAL,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,NOVA VENECIA,AEROPORTO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,31.0,25_34,GUACUI,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,VILA VELHA,PONTA DA FRUTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,33.0,25_34,BARRA DE SAO FRANCISCO,MONTE SENIR,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,VIANA,SOTECO,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,ITAPEMIRIM,JOACIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,SERRA,JARDIM ATLANTICO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,VILA VELHA,NOSSA SENHORA DA PENHA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,38.0,35_44,SAO MATEUS,CHACARA DO CRICARE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,40.0,35_44,SANTA TERESA,SAO LOURENCO,FEMININO,PARDA
violencia_domestica,violencia_social,,,40.0,35_44,SERRA,CACAROCA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,PARQUE DAS GAIVOTAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,45.0,45_54,VITORIA,SAO PEDRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,48.0,45_54,SAO JOSE DO CALCADO,NITEROI,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,SERRA,GUARACIABA,FEMININO,PARDA
violencia_domestica,violencia_social,,,51.0,45_54,JOAO NEIVA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,SAO MATEUS,NESTOR GOMES,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,FUNDAO,ORLY RAMOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,53.0,45_54,VITORIA,ITARARE,FEMININO,PARDA
violencia_domestica,violencia_social,,,53.0,45_54,CASTELO,ESPLANADA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,55.0,55_64,SERRA,BALNEARIO DE CARAPEBUS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,55.0,55_64,SERRA,BAIRRO DAS LARANJEIRAS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,59.0,55_64,BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,63.0,55_64,LINHARES,BEBEDOURO,FEMININO,PARDA
violencia_domestica,violencia_social,,,65.0,65_PLUS,VILA VELHA,IBES,FEMININO,PARDA
violencia_domestica,violencia_social,,,69.0,65_PLUS,ARACRUZ,VILA RICA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,71.0,65_PLUS,BOA ESPERANCA,CRUZEIRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,14.0,0_14,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,FEMININO,PARDA
violencia_domestica,violencia_social,,,16.0,15_17,PANCAS,OPERARIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,ALEGRE,VILA DO SUL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,SAO GABRIEL DA PALHA,CENTRO,FEMININO,AMARELA
violencia_domestica,violencia_social,,,18.0,18_24,GOVERNADOR LINDENBERG,NOVA BRASILIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,ITAPEMIRIM,ITAOCA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,23.0,18_24,CACHOEIRO DE ITAPEMIRIM,CORAMARA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,BAIXO GUANDU,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,VILA VELHA,DARLY SANTOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,DOM JOAO BATISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,VILA VELHA,PRAIA DAS GAIVOTAS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,VILA VELHA,ALVORADA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,CARIACICA,NOVO BRASIL,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,GUACUI,SAO MIGUEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,ARACRUZ,FATIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CASTELO,INDEPENDENCIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,SOTECO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,ALEGRE,VILA DO SUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,CASTELO,INDEPENDENCIA,MASCULINO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,CACHOEIRO DE ITAPEMIRIM,MONTE CRISTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,CACHOEIRO DE ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,COLATINA,SANTOS DUMONT,FEMININO,NEGRA
violencia_domestica,violencia_social,,,33.0,25_34,ARACRUZ,BARRA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,COLATINA,NOSSA SENHORA APARECIDA,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,VITORIA,SANTA LUIZA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,ANDRE CARLONI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,VILA VELHA,NOVO MEXICO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,36.0,35_44,VITORIA,RESISTENCIA,MASCULINO,NEGRA
violencia_domestica,violencia_social,,,37.0,35_44,SERRA,VALPARAISO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,GOVERNADOR LINDENBERG,NOVA BRASILIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,VILA VELHA,PAUL,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,MARATAIZES,BARRA DE ITAPEMIRIM,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,ALEGRE,VILA DO SUL,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,43.0,35_44,CACHOEIRO DE ITAPEMIRIM,MONTE CRISTO,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,SANTA TERESA,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,VILA VELHA,COBILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,52.0,45_54,CARIACICA,CARIACICA SEDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,52.0,45_54,SERRA,SAO MARCOS II,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,VITORIA,ANTONIO HONORIO,FEMININO,PARDA
violencia_domestica,violencia_social,,,54.0,45_54,SERRA,JARDIM CARAPINA,FEMININO,PARDA
violencia_domestica,violencia_social,,,62.0,55_64,VILA VELHA,DARLY SANTOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,70.0,65_PLUS,NOVA VENECIA,ALTOE,FEMININO,PARDA
violencia_domestica,violencia_social,,,15.0,15_17,CARIACICA,VILA MERLO,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,GUARAPARI,MUQUICABA,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,ARACRUZ,SEGATO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,23.0,18_24,LINHARES,JUPARANA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,24.0,18_24,COLATINA,SAO MARCOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,SERRA,PARQUE RESIDENCIAL TUBARAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,LINHARES,SANTA CRUZ,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,CARIACICA,PORTO DE SANTANA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,GLORIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,30.0,25_34,VILA VELHA,ATAIDE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,32.0,25_34,CARIACICA,PORTO DE SANTANA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,GUARAPARI,SANTA MONICA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,VILA VELHA,JARDIM MARILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,VITORIA,JARDIM CAMBURI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,SERRA,ELDORADO,FEMININO,AMARELA
violencia_domestica,violencia_social,,,36.0,35_44,VILA PAVAO,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,CACHOEIRO DE ITAPEMIRIM,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,38.0,35_44,ARACRUZ,SEGATO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,38.0,35_44,SERRA,BAIRRO DE FATIMA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,COLATINA,COLATINA VELHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,NOVA ALMEIDA CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,41.0,35_44,SERRA,PARQUE DAS GAIVOTAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,SERRA,BARCELONA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,44.0,35_44,BOA ESPERANCA,CENTRO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,45.0,45_54,SERRA,CASTELANDIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,46.0,45_54,ITAPEMIRIM,ITAOCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,58.0,55_64,CACHOEIRO DE ITAPEMIRIM,AQUIDABAN,FEMININO,NEGRA
violencia_domestica,violencia_social,,,18.0,18_24,VARGEM ALTA,PROSPERIDADE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,21.0,18_24,CACHOEIRO DE ITAPEMIRIM,MARBRASA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,21.0,18_24,CARIACICA,RIO BRANCO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,23.0,18_24,CARIACICA,CAMPO GRANDE,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,JERONIMO MONTEIRO,SANTO ANTONIO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,ECOPORANGA,CENTRO,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,25.0,25_34,ARACRUZ,SAO CLEMENTE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,AFONSO CLAUDIO,SAO VICENTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,LINHARES,MOBRASA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,27.0,25_34,VILA VELHA,ATAIDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,VITORIA,JARDIM DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,CACHOEIRO DE ITAPEMIRIM,SAO LUIZ GONZAGA,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,GUACUI,SANTA CECILIA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,32.0,25_34,BOA ESPERANCA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,BOA ESPERANCA,NOVA CIDADE,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,ARACRUZ,SAO MARCOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,ECOPORANGA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,VIANA,NOVA BETHANIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,SERRA,MORADA DE LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,43.0,35_44,COLATINA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,ITAGUACU,OTTO LUIZ HOFFMAN,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,AFONSO CLAUDIO,SAO VICENTE,FEMININO,PARDA
violencia_domestica,violencia_social,,,45.0,45_54,SERRA,JARDIM CARAPINA,FEMININO,PARDA
violencia_domestica,violencia_social,,,46.0,45_54,VILA VELHA,VILA GARRIDO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,48.0,45_54,SERRA,PLANICIE DA SERRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,ITAPEMIRIM,ITAOCA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,51.0,45_54,VITORIA,ITARARE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,66.0,65_PLUS,JAGUARE,NOVO TEMPO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,71.0,65_PLUS,SERRA,PLANALTO SERRANO,FEMININO,NEGRA
violencia_domestica,violencia_social,,,14.0,0_14,LINHARES,BEBEDOURO,FEMININO,PARDA
violencia_domestica,violencia_social,,,17.0,15_17,VILA VELHA,BOA VISTA I,FEMININO,BRANCA
violencia_domestica,violencia_social,,,19.0,18_24,SERRA,TAQUARA II,FEMININO,BRANCA
violencia_domestica,violencia_social,,,20.0,18_24,VIANA,ARACATIBA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,20.0,18_24,SERRA,PARQUE DAS GAIVOTAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,NOVA VENECIA,FILOMENA,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,COLATINA,MARIA DAS GRACAS,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,CACHOEIRO DE ITAPEMIRIM,OTTON MARINS,FEMININO,AMARELA
violencia_domestica,violencia_social,,,24.0,18_24,VILA VELHA,TERRA VERMELHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,SAO MATEUS,GURIRI,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,25.0,25_34,VITORIA,BONFIM,FEMININO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,SANTA TERESA,ALTO CALDEIRAO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA DA PENHA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,VARGEM ALTA,BOA ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,VITORIA,SANTA TEREZA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,27.0,25_34,GUARAPARI,PRAIA DO MORRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,28.0,25_34,CARIACICA,TABAJARA,MASCULINO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,ARACRUZ,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,SAO MATEUS,LITORANEO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,ARACRUZ,JACUPEMBA,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,LINHARES,FARIAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,IBATIBA,CENTRO,FEMININO,INDIGENA
violencia_domestica,violencia_social,,,34.0,25_34,LINHARES,INTERLAGOS,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,VILA VELHA,RIVIERA DA BARRA,FEMININO,PARDA
violencia_domestica,violencia_social,,,34.0,25_34,SERRA,COLINA DE LARANJEIRAS,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,PANCAS,VILA NOVA,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,ARACRUZ,BARRA DO RIACHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,CARIACICA,PRESIDENTE MEDICE,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,BOA ESPERANCA,BOA MIRA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,37.0,35_44,SANTA MARIA DE JETIBA,RIO CRISTAL,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,CONCEICAO DO CASTELO,NICOLAU DE VARGAS E SILVA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,LINHARES,BOA VISTA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,39.0,35_44,VIANA,ARLINDO ANGELO VILLASCHI,FEMININO,PARDA
violencia_domestica,violencia_social,,,39.0,35_44,CARIACICA,NOVA ROSA DA PENHA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,41.0,35_44,VENDA NOVA DO IMIGRANTE,PROVIDENCIA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,41.0,35_44,ARACRUZ,SAO MARCOS,FEMININO,PARDA
violencia_domestica,violencia_social,,,42.0,35_44,VILA VELHA,BOA VISTA I,FEMININO,BRANCA
violencia_domestica,violencia_social,,,42.0,35_44,SERRA,NOVA CARAPINA I,FEMININO,BRANCA
violencia_domestica,violencia_social,,,43.0,35_44,CARIACICA,CAMPO VERDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,44.0,35_44,ARACRUZ,NOVA CONQUISTA,FEMININO,PARDA
violencia_domestica,violencia_social,,,47.0,45_54,JAGUARE,NOVO TEMPO,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,IBATIBA,SANTA MARIA DE CIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,50.0,45_54,SERRA,JARDIM CARAPINA,FEMININO,INDIGENA
violencia_domestica,violencia_social,,,50.0,45_54,CARIACICA,MUCURI,FEMININO,PARDA
violencia_domestica,violencia_social,,,56.0,55_64,AFONSO CLAUDIO,ALTO RIO DO PEIXE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,56.0,55_64,AFONSO CLAUDIO,ALTO RIO DO PEIXE,FEMININO,PARDA
violencia_domestica,violencia_social,,,62.0,55_64,VITORIA,MARIA ORTIZ,FEMININO,BRANCA
violencia_domestica,violencia_social,,,66.0,65_PLUS,MIMOSO DO SUL,SERRANO,FEMININO,PARDA
violencia_domestica,violencia_social,,,15.0,15_17,BAIXO GUANDU,MAUA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,15.0,15_17,BAIXO GUANDU,MAUA,FEMININO,INDETERMINADA
violencia_domestica,violencia_social,,,17.0,15_17,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,BRANCA
violencia_domestica,violencia_social,,,18.0,18_24,VIANA,SANTO AGOSTINHO,FEMININO,PARDA
violencia_domestica,violencia_social,,,21.0,18_24,VILA VELHA,ATAIDE,FEMININO,PARDA
violencia_domestica,violencia_social,,,22.0,18_24,VITORIA,ITARARE,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,NOVA VENECIA,BELA VISTA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,23.0,18_24,SAO MATEUS,BOM SUCESSO,FEMININO,PARDA
violencia_domestica,violencia_social,,,23.0,18_24,VILA VELHA,ULISSES GUIMARAES,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,CARIACICA,PADRE GABRIEL,FEMININO,PARDA
violencia_domestica,violencia_social,,,24.0,18_24,ARACRUZ,JACUPEMBA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,24.0,18_24,SERRA,FEU ROSA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,24.0,18_24,VITORIA,RESISTENCIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,CACHOEIRO DE ITAPEMIRIM,MARBRASA,MASCULINO,NEGRA
violencia_domestica,violencia_social,,,25.0,25_34,CACHOEIRO DE ITAPEMIRIM,BASILEIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,25.0,25_34,PRESIDENTE KENNEDY,MAROBA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,CACHOEIRO DE ITAPEMIRIM,CAICARA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,25.0,25_34,VILA VELHA,JARDIM MARILANDIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,ITAPEMIRIM,CORREGO DO OURO,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,CACHOEIRO DE ITAPEMIRIM,TEIXEIRA LEITE,FEMININO,PARDA
violencia_domestica,violencia_social,,,26.0,25_34,ATILIO VIVACQUA,NITEROI,FEMININO,PARDA
violencia_domestica,violencia_social,,,27.0,25_34,COLATINA,AYRTON SENNA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,27.0,25_34,CARIACICA,SAO GERALDO,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,COLATINA,AYRTON SENNA,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,BOA ESPERANCA,VILA FERNANDES,FEMININO,PARDA
violencia_domestica,violencia_social,,,28.0,25_34,RIO BANANAL,SAO SEBASTIAO,FEMININO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,CACHOEIRO DE ITAPEMIRIM,TEIXEIRA LEITE,MASCULINO,PARDA
violencia_domestica,violencia_social,,,29.0,25_34,MARATAIZES,BARRA DE ITAPEMIRIM,FEMININO,NEGRA
violencia_domestica,violencia_social,,,29.0,25_34,SANTA TERESA,VILA NOVA,FEMININO,BRANCA
violencia_domestica,violencia_social,,,29.0,25_34,CARIACICA,SANTA LUZIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,ITAPEMIRIM,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,BARRA DE SAO FRANCISCO,VARGEM GRANDE,FEMININO,BRANCA
violencia_domestica,violencia_social,,,30.0,25_34,LINHARES,NOVA ESPERANCA,FEMININO,PARDA
violencia_domestica,violencia_social,,,30.0,25_34,SERRA,PLANALTO SERRANO,FEMININO,PARDA
violencia_domestica,violencia_social,,,31.0,25_34,MARECHAL FLORIANO,CENTRO,FEMININO,BRANCA
violencia_domestica,violencia_social,,,31.0,25_34,SERRA,JOSE DE ANCHIETA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,32.0,25_34,VILA VELHA,JARDIM COLORADO,FEMININO,PARDA
violencia_domestica,violencia_social,,,33.0,25_34,AGUIA BRANCA,JOAO PAULO II,FEMININO,BRANCA
violencia_domestica,violencia_social,,,34.0,25_34,SAO GABRIEL DA PALHA,CENTRO,FEMININO,PARDA
violencia_domestica,violencia_social,,,35.0,35_44,VILA VELHA,NOSSA SENHORA DA PENHA,FEMININO,NEGRA
violencia_domestica,violencia_social,,,36.0,35_44,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SERRA,SERRA DOURADA II,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SAO MATEUS,SANTA MARIA,FEMININO,PARDA
violencia_domestica,violencia_social,,,36.0,35_44,SAO MATEUS,FATIMA,FEMININO,PARDA
violencia_domestica,violencia_social,,,37.0,35_44,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,NEGRA
violencia_domestica,violencia_social,,,37.0,35_44,CACHOEIRO DE ITAPEMIRIM,BOM PASTOR,FEMININO,BRANCA
violencia_domestica,violencia_social,,,37.0,35_44,CACHOEIRO DE ITAPEMIRIM,ZUMBI,FEMININO,NEGRA
